,Date,Adj Close,Close,Open,High,Low,Volume
0,2014-12-31,1.0,1.0,0.9935485265282398,1.0028823918928196,0.9937846395481197,31995000
1,2015-01-02,1.0040510087948897,1.0040510087948897,0.9938292268002883,1.009241983293306,1.000775026915096,50550400
2,2015-01-05,0.9983731113404636,0.9983731113404636,1.004184979002714,0.9995043848106062,0.996362268867609,184513100
3,2015-01-06,0.999235858063123,0.999235858063123,1.0114551276027952,1.0106213585656627,0.9988252861395698,83524000
4,2015-01-07,1.004449648488503,1.004449648488503,1.0077923032761869,1.0219748525253582,1.0034844193478214,143798800
5,2015-01-08,1.008661507686703,1.008661507686703,1.0140695748842905,1.0102390467627762,0.9917350594596868,73311400
6,2015-01-09,1.0021908107337936,1.0021908107337936,1.008169825653319,1.003805936032963,0.9945063060687832,97084700
7,2015-01-12,1.008301914887581,1.008301914887581,1.00841459660402,1.0112250876112874,0.9969436557359219,105034700
8,2015-01-13,1.0098119369831506,1.0098119369831506,0.9974782248345924,1.0106541045673283,1.0088255115573335,36663300
9,2015-01-14,1.0072944487675373,1.0072944487675373,0.993859751140307,1.0104777949221002,1.0055014560006037,93519900
10,2015-01-15,1.0205143297131858,1.0205143297131858,1.0281150750380825,1.0229736374795435,1.018992333126381,62877600
11,2015-01-16,1.0253270093090423,1.0253270093090423,1.0374936659808816,1.0359897273857999,1.0250549850930228,85548900
12,2015-01-20,1.030898242823054,1.030898242823054,1.0166823227782367,1.0336139219935994,1.0195164254243092,35201900
13,2015-01-21,1.0432791801065207,1.0432791801065207,1.0522842444852392,1.0439084585858653,1.0258431539742046,124307300
14,2015-01-22,1.0486118574141394,1.0486118574141394,1.0489326696778305,1.0528313794399342,1.0484406357837583,64682000
15,2015-01-23,1.0375325064174563,1.0375325064174563,1.0324668190807926,1.040557579264973,1.035910939440498,64764600
16,2015-01-26,1.0364832489101803,1.0364832489101803,1.0394959962784072,1.037669373620718,1.0278083804362437,108076000
17,2015-01-27,1.0381077463750812,1.0381077463750812,1.0355318495804924,1.0427816834997847,1.0378557875638215,76857500
18,2015-01-28,1.035035358368291,1.035035358368291,1.0416657834719192,1.0365530936415714,1.031038713966036,75039800
