,Date,Adj Close,Close,Open,High,Low,Volume
0,2014-12-31,1.0,1.0,0.9993965736027375,1.0047991162530556,0.9974530503311986,50375400
1,2015-01-02,1.0014049400438827,1.0014049400438827,0.9959143382500861,1.0014049400438827,0.9980727801262407,109208400
2,2015-01-05,1.013763609297266,1.013763609297266,1.0182964503364942,1.025183393017704,0.9961713471800498,163298800
3,2015-01-06,0.9970604521744736,0.9970604521744736,1.0006074156592506,1.00219351324302,0.9874661757794719,57053600
4,2015-01-07,0.9952040887826313,0.9952040887826313,0.995751724503071,1.0049159898924913,0.97743622376799,179521200
5,2015-01-08,0.9889319553357909,0.9889319553357909,0.9805568037401846,0.9950819879251579,0.9879435095237163,74549700
6,2015-01-09,0.9949227391254416,0.9949227391254416,0.9926829990200084,0.9983552365670761,0.9699001871821543,85786800
7,2015-01-12,0.991295971166123,0.991295971166123,1.0017374191147101,0.9919369790227989,0.9897706951168078,91366500
8,2015-01-13,0.9821428092546713,0.9821428092546713,0.9820114301150696,0.9831782882000965,0.9732992486243868,124384200
9,2015-01-14,0.991240100823817,0.991240100823817,0.9894580133276574,0.9921683914499488,0.9900596326862864,57751000
10,2015-01-15,0.9727075792653543,0.9727075792653543,0.966779915041029,0.9741908431530674,0.9673750607740048,172946000
11,2015-01-16,0.9688422384624366,0.9688422384624366,0.9643617535480026,0.9712768884463587,0.9651134547373463,106949700
12,2015-01-20,0.9577621515002765,0.9577621515002765,0.9585570964738699,0.9624455850039453,0.9577621515002765,48385700
13,2015-01-21,0.9453304260130094,0.9453304260130094,0.9451098656537597,0.952572897437564,0.9388188433488381,96389600
14,2015-01-22,0.9341950090544157,0.9341950090544157,0.937182714513977,0.9342885514090405,0.9326894654220839,58268300
15,2015-01-23,0.930951456272711,0.930951456272711,0.9264134585875778,0.9351528864029756,0.9302791725663504,119727600
16,2015-01-26,0.9245345707954824,0.9245345707954824,0.9169206790228053,0.9282340163659851,0.9240395629172189,56238500
17,2015-01-27,0.9105566521709287,0.9105566521709287,0.9007564969328254,0.9489009170469511,0.909606338822311,95555300
18,2015-01-28,0.9098078549411557,0.9098078549411557,0.9035124262249841,0.9116854260337212,0.9057018469331706,128490400
19,2015-01-29,0.9136472593312884,0.9136472593312884,0.9200973248256501,0.9207966587150499,0.9059525830499345,98971700
20,2015-01-30,0.9120033085964496,0.9120033085964496,0.91383221522324,0.9180213438668287,0.9020597135550875,68962000
21,2015-02-02,0.9034335546645423,0.9034335546645423,0.9035132091065107,0.904156497840459,0.9032556053595767,47047600
22,2015-02-03,0.9096986647903557,0.9096986647903557,0.9048154177245777,0.9109698866903744,0.9062487589924472,91462500
